thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
8258,1979,6067,3303,0,0,0,0,0,8258
12538,2400,6801,3514,0,0,0,0,0,20796
13358,3063,6933,3521,0,0,0,0,0,34154
7858,2868,7677,4431,0,0,0,0,0,42012
0,3034,8254,4786,0,0,0,0,0,42012
