thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
19722,2240,6170,3998,0,0,0,0,0,19722
18970,2652,7711,3811,0,0,0,0,0,38692
0,2817,8408,4670,0,0,0,0,0,38692
