thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
12748,2430,6042,3868,0,0,0,0,0,12748
24284,2986,7439,3906,0,0,0,0,0,37032
0,2919,7929,4878,0,0,0,0,0,37032
