thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
11581,2436,5929,3599,0,0,0,0,0,11581
13730,2655,7123,4081,0,0,0,0,0,25311
12356,2843,7544,4287,0,0,0,0,0,37667
0,3267,8366,4944,0,0,0,0,0,37667
