thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
7292,2231,6088,3363,0,0,0,0,0,7292
7216,2325,6638,3686,0,0,0,0,0,14508
13605,3070,6983,4174,0,0,0,0,0,28113
13606,3242,7699,4341,0,0,0,0,0,41719
0,3127,8615,4982,0,0,0,0,0,41719
