thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
22029,2445,5891,3930,0,0,0,0,0,22029
18568,2807,7557,3840,0,0,0,0,0,40597
0,2800,8256,4772,0,0,0,0,0,40597
