thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
11296,2312,6145,3881,0,0,0,0,0,11296
23681,2536,6962,4035,0,0,0,0,0,34977
0,2851,8999,4542,0,0,0,0,0,34977
