thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
5599,2515,6074,3144,0,0,0,0,0,5599
9071,2212,6617,3748,0,0,0,0,0,14670
10054,3073,6100,3607,0,0,0,0,0,24724
12180,2983,7932,4011,0,0,0,0,0,36904
0,3027,8175,4628,0,0,0,0,0,36904
