thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
17642,2355,6426,3932,0,0,0,0,0,17642
24423,2584,7998,4102,0,0,0,0,0,42065
0,2957,8625,4721,0,0,0,0,0,42065
