thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
12063,2312,6125,3960,0,0,0,0,0,12063
23712,2644,6698,4038,0,0,0,0,0,35775
0,3083,8053,4673,0,0,0,0,0,35775
