index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
14,9439,2503,6263,3483,0,0,0,0,0
15,7128,2356,6321,3654,0,0,0,0,0
16,6943,2603,6933,3828,0,0,0,0,0
17,6412,2829,6766,3695,0,0,0,0,0
18,11093,2984,7691,4307,0,0,0,0,0
19,0,3987,7980,5025,0,0,0,0,0
