# @VGMT1.0 @GLINESTRING
# @R-127.06366881/-66.1724117155/37.9871248685/74.6112128526              
# @Je4326
# @Jp"+proj=longlat +datum=WGS84 +no_defs "
# @Jw"GEOGCS[\"GCS_WGS_1984\",DATUM[\"WGS_1984\",SPHEROID[\"WGS_84\",6378137,298.257223563]],PRIMEM[\"Greenwich\",0],UNIT[\"Degree\",0.017453292519943295],AUTHORITY[\"EPSG\",\"4326\"]]"
# @Nid|FID|Tect_prov
# @Tdouble|double|string
# FEATURE_DATA
>
# @D1|0|0
>
# @D0|3|
-106.07867673529 49.3249314077503
-106.605248974582 49.0852363534763
-107.383903469512 48.784828260947
-108.303151590072 48.4426545600234
-109.071792281348 48.2060428431074
-110.101289817465 47.7602041678947
-111.235413827771 47.3186116846982
-112.1130927572 47.0161428928855
-113.405802483835 46.7421652015213
-114.630803500414 46.6124524153211
-115.813976089157 46.5108750799953
-116.772187864868 46.5026128520042
-117.297244110174 46.5241089530065
-117.866709854304 47.1686214119062
-118.261056294792 47.6707066356299
-118.109327527735 48.1255006429417
-117.423745348533 48.4933386301159
-116.956479972145 48.8973755031781
-116.063337498055 49.172454708396
-115.324986321149 49.3924170328238
-114.954134585353 49.5832804123443
>
# @D0|4|
-92.4975719734657 46.2506563980773
-93.085904535445 46.2725661391987
-93.5673216105049 46.2748136565408
-93.8638877608071 46.102880480245
-94.2393826001979 45.7768487672984
-94.6733247770556 45.4234478502806
-94.5702205352276 44.9691704501718
-94.2548136816357 44.6866736934549
-93.9122974578063 44.5977809463659
-93.6950247166746 44.5338369859835
>
# @D0|5|
-92.4305047117554 45.3961440042999
-91.8966396662042 45.317662053623
-91.5032668740261 45.2860100260762
-91.0807288354664 45.2429344955828
-90.7499688467366 45.2176816627281
-90.4916991278799 45.0739688882848
-90.0999788487724 44.888815745159
-89.8307954646476 44.7962776826752
-89.5471630514982 44.6606051417097
-89.0726269451224 44.5880429810377
-88.5987592824441 44.5767593790288
-87.9911008254625 44.572416307864
-87.4703216209595 44.6293499807007
-86.8122305639112 44.7123950844045
-86.5399607008868 44.801581890239
-86.1556771554058 45.0250342894029
-85.7391108278202 45.2036132024554
>
# @D0|6|
-116.675574692394 49.6799643570594
-115.862157835598 50.0808500473597
-115.089995791623 50.5366908300209
-114.167117347057 50.9793227545439
-113.583616168125 51.2774553418302
-113.006161816959 51.6845572730522
-112.631252117436 52.0713500911721
-112.010902438758 52.5133747709694
-111.673558614905 53.0135441549597
-111.25094776781 53.3404534838722
-110.84916791 53.7528083823736
-110.542508589771 54.1218908618916
-110.25156929965 54.5228662559925
-109.988700706537 54.8222129518323
-109.704224436169 55.143523884179
-109.653355975585 55.5280814241012
-109.649763751957 55.8844342040815
-109.161450349693 56.1131189011271
-108.638080997256 56.401901675454
-108.156518455262 56.6613360321859
-107.419395583864 57.0764056951874
-106.585778578129 57.5950936756557
-106.12102517381 58.010872443231
-105.698720412008 58.3994398688792
-105.331208929302 58.7780879056051
-104.894257230804 59.186598143096
-104.459652619554 59.633676199231
-104.062651246926 59.9599432929191
-103.59516524824 60.0858497984048
-102.974167560423 60.2456875843174
-102.381665458928 60.5172513400428
-102.140411922937 60.8020984011283
-101.874503279142 61.0888128104768
-101.083028904365 61.3590988271507
-100.672136798512 61.4563451567717
-100.237475607205 61.6561133954602
-99.7851981722498 61.8424725643955
-99.4556193290247 61.9854590952493
-98.8852081014975 62.2114743136632
-98.2731771147957 62.4139182013954
-97.706347450718 62.7051806808983
-97.1731436941331 62.9281355858792
-96.6879157599941 63.1212962583843
-95.9459431652069 63.295068372454
-95.4208492667729 63.5146763815902
-94.883749466059 63.6841586547408
-94.4984561082049 63.854009024544
-93.8881747566172 63.9630368920231
-93.2103555407484 63.96520827026
-92.2620731366466 63.943869987424
-91.5562762333453 63.9539436312807
-91.0317468203099 63.9705878333618
-90.5250115905183 63.8613952622699
-90.1831861397607 63.7282232376812
>
# @D0|7|Sask
-104.413116302174 54.404871046109
-105.038279710061 53.9267486883765
-105.413548756789 53.4522701916701
-105.684998273611 52.984784557674
-105.679007152543 52.5667622203417
-105.715162007536 52.1834891991282
-105.740720606991 52.0191085234212
-105.426620295765 51.6347512345731
-104.713493122561 51.3013190259478
-104.156700144317 51.1391338665583
-103.84505522456 51.065398960937
-103.745618180477 50.8739410554641
-103.408255852547 50.7756235885943
-103.043115826769 50.9206534851201
-102.540719967436 51.6559455622608
-102.207008181734 52.1001972149563
-101.693649362754 52.5786081376098
-101.415253802878 52.9889728306893
-101.242870532723 53.4655166585699
-100.960592168518 53.9474555626855
-100.590649938081 54.3177198999833
-100.20494108067 54.5760521259797
-100.10951457395 55.0030270932139
-100.17742695189 55.3375999754265
-100.635255549442 55.5267561100301
-101.062756501125 55.6780407477848
-101.636877483714 55.6813668460074
-102.28341332935 55.682331688707
-102.698899794813 55.6202126870907
-103.096195070086 55.4017260934592
-103.515908519584 55.126182572073
-103.931464034615 54.8184680044425
-104.214129804021 54.5841831688766
-104.309159326239 54.4848568756664
-104.413116302174 54.404871046109
>
# @D0|8|
-93.5234185921597 44.1168946607531
-94.0963885115163 43.9064657284695
-94.7069943541284 43.6091882540762
-95.4698617194922 43.1981373061633
-96.0989063010398 43.0369320483105
-96.8038719216214 42.6735730785352
-97.5003257699545 42.5049543376721
-98.0417773085616 42.6459444429492
-98.7813320707652 42.8674017484589
-99.646593531372 43.1670806157429
-100.433747550701 43.263050632117
-101.353401860546 43.5204351351665
-102.430252390994 43.5930634340876
-102.708028428891 43.5807224113265
>
# @D0|9|Superior
-99.3370844197714 43.0559519133133
-99.6059435990688 43.5596623064191
-99.8027231263311 43.8534447140717
-100.166769992941 44.3644495209189
-100.259702300153 44.857602228045
-100.447637166267 45.2076138562697
-101.010025316321 45.7769255281611
-101.15246102236 46.3031125600421
-101.231386363719 46.9115985261097
-101.115680162907 47.2280575764402
-101.028614684302 48.0233567614678
-100.86235430274 48.5374321169111
-100.77407569979 48.8529435578998
-100.833260578184 49.3144502428766
-100.963476114654 49.9507819804056
-100.957297446431 50.6581070777425
-101.138913487863 51.1848658811254
-101.109892836753 51.8884465447495
-101.033261739707 52.3806560001286
-100.589486542656 52.8561873769005
-100.127629230311 53.4555755379956
-99.8917608744364 54.054591976201
-99.2942895339892 54.6110639516722
-98.8135482020305 55.1464797835446
-98.459517609117 55.6861080852346
-98.1642934718022 55.9731107222215
-97.8867542219385 56.1807412464267
-96.9396711402118 56.3339421549776
-96.2931925971073 56.4343383594205
-95.6343742366883 56.4328039469442
-95.3470679394237 56.302085177535
-94.8550402941279 56.1566902137625
-94.5150832311143 56.2221330959136
-94.0364572177873 56.3093815666786
-93.1743971558926 56.4995477598234
-92.338960800782 56.5064197927439
-91.8465793449745 56.6272460457613
-91.2529955823576 56.5686636198362
-90.2482040806203 56.3870265518848
-89.6174973076298 56.0077204669052
-89.0031492644383 55.8821108148751
-88.2542692804021 55.7313920073488
-87.3118860279826 55.4924070047318
-86.2854775444026 55.3427599944423
-85.3808977266797 55.2693553454148
-84.9259184187668 55.2302962847304
-83.9048757187195 55.1431793806771
-83.5224127500302 54.9446088805201
-83.3095526814142 54.6553135944763
-83.2841149051363 54.3373463440971
-82.1880511127684 54.4067380735245
-81.3044478181924 54.4064668396067
-80.7489893587403 54.5065376837729
-80.0449422305976 54.7763996154835
-79.547127350007 55.0631880969744
-78.9202995899713 55.4454553665301
-78.6573909399893 55.9181690127845
-78.467432528173 56.3608255855941
-78.4425295685804 56.9187560575742
-78.6385315633989 57.65639297917
-78.8885005729579 58.1677807342014
-79.1384747351869 58.6997363886976
-79.318360373552 59.0303682769692
-79.3128827753216 59.4631076535293
-78.9786069906553 60.0471686408132
-78.3919690074714 60.5331046480228
-77.5079554802665 60.996870226667
-76.8616349568312 61.1567760342917
-75.8204472538561 61.4174619254548
-74.6529026524392 61.330020726333
-73.2549626695508 61.3317208629863
-71.6934240071336 61.2209767309609
-70.896489556819 60.8806262086904
-70.4431781965362 60.4984746555384
-70.1425648098114 59.7398598571962
-70.2644550529832 59.5081040312716
-70.4459704808908 58.8301718090548
-70.2706820830548 58.1865488559937
-69.7995095631699 57.6384201406041
-69.2055175445179 56.8624786166738
-69.1472224769364 56.3601147420855
-68.6047746807632 55.9956509843779
-68.0927522110496 55.5290373794723
-67.4240785771106 54.900217270812
-66.8448284073719 54.4688273684337
-66.3846218716276 54.0979747473579
-66.1724117154876 53.9461310830345
>
# @D0|10|
-102.711755326396 43.5828532253598
-102.683858160954 44.2373532111385
-102.703231332178 44.6322827556716
-102.75834139775 45.0470590360015
-102.93257213088 45.3603128842118
-103.113582074178 45.7509737840387
-103.338449989229 46.2127981464873
-103.440927761712 46.4008329513579
-104.778238340858 47.7514654419562
-105.504810623579 48.4411535869058
-105.781349138676 48.8919479388757
-106.194796545722 49.4554264513083
-106.33659394409 49.6476174380344
-106.884719169316 49.9556895032241
-107.819000430171 50.1966253477737
-109.828094923951 50.4802235586367
-111.021107097244 50.5100535923581
-112.105449766937 50.4278052296225
-113.162333442178 50.3150146652101
-113.704328394984 50.07101861566
-114.496769669847 49.704233537034
-114.943911539082 49.5638753231457
-115.307416808122 49.7406932237107
-114.676508871889 49.9936735151324
-114.206782557833 50.2291980278017
-113.416475843744 50.5102702901225
-112.567694255007 50.6386010734436
-111.77594977009 50.7631403202071
-109.98355878339 50.8775415365223
-109.426375817807 51.0523715700394
-107.717618636709 50.96898113039
-106.960487321739 50.9986356683184
-106.961761727309 51.4143466700838
-106.990392266618 51.9423332105842
-106.792954184465 52.4546291015785
-106.434959365578 53.4185835494985
-106.204631814218 54.3404422184331
-105.856527386321 55.1062788574864
-105.150335830727 55.789963867144
-103.951281342679 56.405054218758
-102.776627008198 56.9719867216863
-102.638073793892 57.2116014929952
-102.439040717998 57.6867113240315
-101.469442072156 58.1070788674647
-100.863245071563 58.1780813633679
-100.100230866221 58.1387553411275
-98.8531094204614 58.0528747918977
-98.3993370642452 58.1863866882047
-97.7255547372033 58.2307861683693
-96.995921062254 58.151759163525
-95.7241424182195 58.1324702199384
-93.9416807410447 58.0672213205083
-92.7241616711874 58.0365165532142
-91.0722342737513 58.1028449872584
-89.0257527787752 58.3088052635196
-87.8069995194439 58.402877028247
-87.0191653240965 58.554593996043
-86.2397343222777 58.8120105934786
-85.7148390292265 58.9642885732268
-85.0545123600277 59.1304685100691
-84.279974281444 59.4750283354387
-83.1254577368173 59.9686694420528
-82.1642306540661 60.5397600614182
-81.1796653154096 61.0281881279675
>
# @D0|11|
-105.59474157249 48.4225670952383
-106.374704031668 48.0921533843253
-108.140901340903 47.347027595508
-109.068397368472 46.9445410231738
-109.970122307333 46.6226844045968
-110.926264585066 46.2697415821894
-111.811571858524 46.0198485318739
-112.420573396682 45.8336041780868
-112.718148962103 45.6295743857004
-112.740615762283 45.3198345771465
-112.625912641578 44.9353790972388
-112.389319928041 44.3666220385167
-112.355855469487 44.0292329976001
-112.179033014318 43.7153750998241
-112.077321035103 43.3672902401379
-111.772920802854 42.8413187800107
-111.541647957877 42.3594468098055
-111.243910046265 41.9439673200449
-111.097399672926 41.5648724329349
-110.943381146623 41.2501638345738
-110.899485909664 41.0290633527707
-110.325110078203 40.9722000158898
-109.441640920221 40.9505282406114
-108.823973472218 40.8983259881271
-108.359778678866 41.0034413143512
>
# @D0|12|
-102.689488341025 43.5745472640963
-103.035568364304 43.2969414650617
-103.769836494785 42.8282231738306
-104.407247883469 42.4093265046016
-105.156598635774 41.9357125562218
-105.814059940254 41.5651427847602
-106.378401835169 41.3877422795301
-106.923559044851 41.3948178038355
-107.425588747295 41.3413685265693
-107.840222637325 41.3339811418637
-108.359607042419 41.0198356903462
>
# @D0|13|
-92.4755228570025 46.6752372377579
-92.7061490078388 46.6966433341152
-93.0044962610971 46.6965850462097
-93.2273282191626 46.6562363162043
-93.5496059086376 46.6098342438724
-93.9845699302948 46.496277581157
-94.5190773677776 46.3518712250453
-95.0868320827208 46.182256570769
-95.5874342670942 46.0092951911623
-96.1551393836742 45.840939193566
-96.5566365134765 45.7163176162319
-97.4118932707063 45.4955828381651
-98.1549939373149 45.3021369226168
-99.0378922248344 45.1014063587468
-99.6495483502373 44.925360680867
-100.246559371121 44.808648360603
>
# @D0|14|
-84.4068800590534 38.2211685188101
-84.2154787963398 38.8303665331295
-84.0221208960595 39.4364941376318
-84.0254154480492 39.9149945748947
-83.9124580115021 40.5904864503006
-83.7992473903332 41.184827005133
-83.703842539322 41.7224829986471
-83.5624126690616 42.1527126444668
-83.3362891202918 42.4288057912571
-83.28345100008 42.9955059497071
-83.0407240214969 43.3886560264865
-82.6916695289595 43.8428379085045
-82.4361427374057 44.1749944300972
-82.2033954383263 44.6745461761965
-82.034377735521 45.0673806926944
-81.7457208412337 45.2352955243097
-81.4917396097857 45.9236777263441
-81.316843575514 46.1576042565799
-80.9918802094654 46.3216952413378
-80.7674618596157 46.6737138315386
-80.190009446249 46.7877641277375
-79.7379211865589 46.9492066645165
-79.3886021557138 47.2801513589848
-78.9809522925669 47.3868140232117
-78.083596330638 47.5619007629152
-77.3239065772681 47.8076192074083
-76.9331334300445 48.0974107835799
-76.1412166118709 48.2992834542109
-75.5125315394882 48.585032193605
-75.3909649660179 48.8062133012537
-74.8308631131618 49.1597291600053
-74.438347847518 49.414138957272
-73.9933908706392 49.8618388578367
-73.8425696587193 50.3407946948154
-73.5649885176349 50.6456937027232
-73.1454249733405 50.8551888595098
-72.7902660507735 51.1651892198731
-72.199454226076 51.4173396133819
-71.9146661850275 51.5988281073679
-71.3244912126162 51.5760799644753
-70.7209729588663 51.7175110217848
-69.9140323140264 52.0848746139527
-69.4132717055376 52.3883071952659
-68.834031686794 52.7817541261324
-68.2536544719898 53.1575869265781
-67.749313134615 53.3328510587026
-67.0823146638216 53.6030112485749
-66.7443619492658 53.6927441690876
>
# @D3||
-109.622151568871 55.6805596932621
-110.049149525305 55.5655287284892
-110.330036259458 55.430556922013
-110.60092120088 55.353817401045
-110.922896334353 55.7702847573405
-111.091106587263 56.2868713708967
-111.358130805883 56.9258537406278
-111.359777845929 57.3714508942248
-111.463462732136 57.8030251112522
-111.476543950724 57.9759362134557
-111.070459933098 58.3426390900436
-110.995243408536 58.566185162166
-111.185349970536 58.9483062839002
-111.432294627211 59.2843547948756
-111.517236849399 59.4479920628312
-111.368698490457 59.6041632789967
-111.625188056715 60.0176995429681
-111.698947245401 60.3002073447412
-111.544611195795 60.6714643007675
-111.205215287599 60.929400278752
-111.155485205783 61.2860900330127
-111.084754587743 61.6063544137998
-110.991548998058 61.8124041055658
-110.887140580017 62.0001450078646
-110.409945632607 62.1146943765953
-109.884077933179 62.058134094892
-109.37820902036 62.0362907753744
-108.750807284309 62.1024507426822
-107.781914234776 62.3330862195592
-107.023452450298 62.4986554357389
-106.43254231423 62.683740687123
-105.624165415366 62.9782380864035
-104.866548831438 63.3396258872893
-104.45541121134 63.6348907353239
-104.355962013408 63.8512194285639
-104.615097769294 64.1011400742404
-104.327087908629 64.539466860936
-103.891223396988 64.9664440072808
-103.568943879756 65.5038086208614
-103.184208482386 65.886113108699
-103.004082864881 66.6552974765307
-102.843985315593 67.0617976176207
-102.266178021917 67.4108423235512
-101.748527824295 68.2085846070749
-101.134257667773 68.7793932969209
-100.466041569817 69.2539078019512
-99.7450070941724 69.6131897983436
-98.6622124411499 70.2390768545716
-97.7208488696372 70.6861551774861
-96.9002931519035 71.228073710018
-96.2267322148732 71.6145807503278
-95.8896805911315 72.0194714172031
-95.9009694431077 72.265540652611
-95.9277229082247 72.8240870186103
-96.0264283818258 73.2475453299588
-95.9002993224936 73.8271255362941
-95.6718149901644 74.1169388684143
-95.2709230025445 74.4286239436321
>
# @D4||
-121.095973647793 56.802710278399
-121.114426689829 56.3395108357521
-121.20498450236 55.6473954913886
-121.138009566747 54.9949971548189
-121.240653980852 54.4063526749252
-121.140813481595 53.8700416941894
-121.120747871616 53.2793247894708
>
# @D111||
-127.063668809616 63.7016465552685
-126.444777582756 63.3367265577138
-125.850470258844 62.6856543118962
-125.662262082265 61.8372670151611
-125.848821960521 61.2284967066985
-125.884620566279 60.6314780251227
-126.097169097417 59.9619085388372
-126.450574310475 59.4820925206549
-126.762237408653 59.1132283366757
-127.011855570754 58.7852969153438
-126.19117815842 58.325351781604
-125.442777362381 57.6181978702472
-124.802685326079 57.3900734730205
-124.008407503711 56.8764179210136
-123.419772187785 56.30960336092
-123.535778582987 56.0294331578303
-123.125986264946 55.4933747610437
-122.299932629698 54.2579563946122
-121.000172154027 53.3538129290911
-120.205287114849 53.1447973212957
-119.2753189565 52.8929647683829
-118.485356946556 52.3407801131064
-117.492846639063 51.5987282683757
-117.041346370508 51.0175861392243
-116.658495062284 50.4698879803918
-116.662284626657 49.7521231821727
-116.784722396981 49.2186553873642
-117.144934512495 48.6621497573621
-117.197790846807 48.721148349963
