index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
14,12172,1946,6149,3231,0,0,0,0,0
15,5493,2373,6399,3300,0,0,0,0,0
16,8220,2850,7030,3730,0,0,0,0,0
17,9518,3243,7460,4210,0,0,0,0,0
18,5025,2923,7982,4880,0,0,0,0,0
19,0,3191,8059,5068,0,0,0,0,0
