index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
5,14332,2493,6076,3527,0,0,0,0,0
6,14326,2563,6726,3885,0,0,0,0,0
7,10908,2883,7569,4073,0,0,0,0,0
8,0,3371,7834,5092,0,0,0,0,0
