index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
20,7905,1894,6163,3307,0,0,0,0,0
21,8758,2285,6356,3740,0,0,0,0,0
22,6943,2989,6706,3722,0,0,0,0,0
23,5992,2948,6989,4092,0,0,0,0,0
24,5946,3134,7557,4400,0,0,0,0,0
25,8111,3407,7558,4497,0,0,0,0,0
26,0,3126,8333,4820,0,0,0,0,0
