index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
5,13067,2450,6173,3595,0.0,0.0,0.0,0.0,0.0
6,14706,2788,7202,3924,0.0,0.0,0.0,0.0,0.0
7,10793,2922,7787,4347,0.0,0.0,0.0,0.0,0.0
8,0,3209,7817,5278,0.0,0.0,0.0,0.0,0.0
