index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
5,12963,2178,5820,3497,0.0,0.0,0.0,0.0,0.0
6,14529,2401,6364,3820,0.0,0.0,0.0,0.0,0.0
7,9030,2877,7625,4196,0.0,0.0,0.0,0.0,0.0
8,0,3183,8018,4983,0.0,0.0,0.0,0.0,0.0
