index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
20,7148,2650,6160,3154,0,0,0,0,0
21,7616,2460,6630,3660,0,0,0,0,0
22,5693,2782,6144,3733,0,0,0,0,0
23,6929,3218,6869,4015,0,0,0,0,0
24,6615,3671,7947,4309,0,0,0,0,0
25,5129,3584,7589,4810,0,0,0,0,0
26,0,3828,7801,5450,0,0,0,0,0
