index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
14,8252,2554,5517,2970,0,0,0,0,0
15,8030,2406,6358,3742,0,0,0,0,0
16,5113,2649,7263,4000,0,0,0,0,0
17,8348,2813,7544,3920,0,0,0,0,0
18,6109,3739,7762,3759,0,0,0,0,0
19,0,3934,8207,4825,0,0,0,0,0
